mRNA	microRNA	lncRNA
RAD51	hsa-miR-195-5p	EPB41L4A-AS1
RAD51	hsa-miR-497-5p	EPB41L4A-AS1
RAD54B	hsa-miR-30a-5p	EPB41L4A-AS1
RAN	hsa-miR-497-5p	EPB41L4A-AS1
RAPGEF2	hsa-miR-106a-5p	EPB41L4A-AS1
RAPGEF2	hsa-miR-106b-5p	EPB41L4A-AS1
RAPH1	hsa-miR-106a-5p	EPB41L4A-AS1
RAPH1	hsa-miR-17-5p	EPB41L4A-AS1
RAPH1	hsa-miR-20a-5p	EPB41L4A-AS1
RAPH1	hsa-miR-93-5p	EPB41L4A-AS1
RASA1	hsa-miR-106b-5p	EPB41L4A-AS1
RB1	hsa-miR-93-5p	EPB41L4A-AS1
RB1	hsa-miR-93-5p	EPB41L4A-AS1
RBM12	hsa-miR-30c-5p	EPB41L4A-AS1
RBMS2	hsa-miR-106b-5p	EPB41L4A-AS1
RBMS2	hsa-miR-17-5p	EPB41L4A-AS1
RBMS2	hsa-miR-20b-5p	EPB41L4A-AS1
RBMS2	hsa-miR-93-5p	EPB41L4A-AS1
RBMS3	hsa-miR-106a-5p	EPB41L4A-AS1
RBMS3	hsa-miR-17-5p	EPB41L4A-AS1
RBMS3	hsa-miR-20a-5p	EPB41L4A-AS1
RBPMS	hsa-miR-106b-5p	EPB41L4A-AS1
RBPMS	hsa-miR-93-5p	EPB41L4A-AS1
RECK	hsa-miR-106b-5p	EPB41L4A-AS1
RFC3	hsa-miR-30b-5p	EPB41L4A-AS1
RFC3	hsa-miR-30c-5p	EPB41L4A-AS1
RNASEH1	hsa-miR-30b-5p	EPB41L4A-AS1
RNASEH1	hsa-miR-30c-5p	EPB41L4A-AS1
RNASEH1	hsa-miR-30d-5p	EPB41L4A-AS1
RNASEL	hsa-miR-106b-5p	EPB41L4A-AS1
RNASEL	hsa-miR-17-5p	EPB41L4A-AS1
RNASEL	hsa-miR-93-5p	EPB41L4A-AS1
RNF111	hsa-miR-15a-5p	EPB41L4A-AS1
RNF145	hsa-miR-93-5p	EPB41L4A-AS1
RNF34	hsa-miR-30a-5p	EPB41L4A-AS1
RNF34	hsa-miR-30b-5p	EPB41L4A-AS1
RNF34	hsa-miR-30d-5p	EPB41L4A-AS1
RNH1	hsa-miR-106b-5p	EPB41L4A-AS1
RPS6KA2	hsa-miR-93-5p	EPB41L4A-AS1
RPS6KA3	hsa-miR-106a-5p	EPB41L4A-AS1
RPS6KA3	hsa-miR-17-5p	EPB41L4A-AS1
RPS6KA3	hsa-miR-20a-5p	EPB41L4A-AS1
RPS6KB1	hsa-miR-30a-5p	EPB41L4A-AS1
RPS6KB1	hsa-miR-497-5p	EPB41L4A-AS1
RRM2	hsa-miR-30a-5p	EPB41L4A-AS1
RRM2	hsa-miR-30b-5p	EPB41L4A-AS1
RRM2	hsa-miR-30c-5p	EPB41L4A-AS1
RRM2	hsa-miR-30d-5p	EPB41L4A-AS1
RRM2	hsa-miR-30e-5p	EPB41L4A-AS1
RSF1	hsa-miR-30c-5p	EPB41L4A-AS1
RUFY1	hsa-miR-93-5p	EPB41L4A-AS1
RUNX1	hsa-miR-106b-5p	EPB41L4A-AS1
RUNX1	hsa-miR-17-5p	EPB41L4A-AS1
SAE1	hsa-miR-30e-5p	EPB41L4A-AS1
SAMD8	hsa-miR-30c-5p	EPB41L4A-AS1
SCAMP2	hsa-miR-106a-5p	EPB41L4A-AS1
SCAMP2	hsa-miR-106b-5p	EPB41L4A-AS1
SCAMP2	hsa-miR-17-5p	EPB41L4A-AS1
SCAMP2	hsa-miR-93-5p	EPB41L4A-AS1
SCLT1	hsa-miR-30b-5p	EPB41L4A-AS1
SCLT1	hsa-miR-30d-5p	EPB41L4A-AS1
SCML2	hsa-miR-30a-5p	EPB41L4A-AS1
SCP2	hsa-miR-93-5p	EPB41L4A-AS1
SEC23A	hsa-miR-30a-5p	EPB41L4A-AS1
SEC23A	hsa-miR-30d-5p	EPB41L4A-AS1
SEC24A	hsa-miR-30c-5p	EPB41L4A-AS1
SEC61G	hsa-miR-30a-5p	EPB41L4A-AS1
SEC61G	hsa-miR-30d-5p	EPB41L4A-AS1
SEMA4B	hsa-miR-30d-5p	EPB41L4A-AS1
SERPINB8	hsa-miR-106b-5p	EPB41L4A-AS1
SERPINB8	hsa-miR-93-5p	EPB41L4A-AS1
SFPQ	hsa-miR-30a-5p	EPB41L4A-AS1
SFPQ	hsa-miR-30d-5p	EPB41L4A-AS1
SFRP2	hsa-miR-30a-5p	EPB41L4A-AS1
SFRP2	hsa-miR-30d-5p	EPB41L4A-AS1
SFXN1	hsa-miR-195-5p	EPB41L4A-AS1
SFXN1	hsa-miR-30a-5p	EPB41L4A-AS1
SFXN1	hsa-miR-30c-5p	EPB41L4A-AS1
SFXN1	hsa-miR-30d-5p	EPB41L4A-AS1
SFXN1	hsa-miR-30e-5p	EPB41L4A-AS1
SFXN1	hsa-miR-497-5p	EPB41L4A-AS1
SFXN5	hsa-miR-195-5p	EPB41L4A-AS1
SGK269	hsa-miR-106b-5p	EPB41L4A-AS1
SGOL1	hsa-miR-30a-5p	EPB41L4A-AS1
SGOL1	hsa-miR-30b-5p	EPB41L4A-AS1
SGOL1	hsa-miR-30c-5p	EPB41L4A-AS1
SGOL1	hsa-miR-30d-5p	EPB41L4A-AS1
SGOL1	hsa-miR-30e-5p	EPB41L4A-AS1
SH2B3	hsa-miR-106b-5p	EPB41L4A-AS1
SHOC2	hsa-miR-20b-5p	EPB41L4A-AS1
SHOC2	hsa-miR-93-5p	EPB41L4A-AS1
SIRPA	hsa-miR-106b-5p	EPB41L4A-AS1
SKP2	hsa-miR-30b-5p	EPB41L4A-AS1
SKP2	hsa-miR-30d-5p	EPB41L4A-AS1
SLAIN2	hsa-miR-106a-5p	EPB41L4A-AS1
SLAIN2	hsa-miR-17-5p	EPB41L4A-AS1
SLAIN2	hsa-miR-20a-5p	EPB41L4A-AS1
SLAIN2	hsa-miR-93-5p	EPB41L4A-AS1
SLC22A3	hsa-miR-93-5p	EPB41L4A-AS1
SLC25A30	hsa-miR-106b-5p	EPB41L4A-AS1
SLC33A1	hsa-miR-30b-5p	EPB41L4A-AS1
SLC33A1	hsa-miR-30c-5p	EPB41L4A-AS1
SLC38A7	hsa-miR-30d-5p	EPB41L4A-AS1
SLC39A8	hsa-miR-93-5p	EPB41L4A-AS1
SLC40A1	hsa-miR-106a-5p	EPB41L4A-AS1
SLC40A1	hsa-miR-106b-5p	EPB41L4A-AS1
SLC40A1	hsa-miR-17-5p	EPB41L4A-AS1
SLC40A1	hsa-miR-20a-5p	EPB41L4A-AS1
SLC40A1	hsa-miR-20b-5p	EPB41L4A-AS1
SLC40A1	hsa-miR-93-5p	EPB41L4A-AS1
SLC41A1	hsa-miR-106a-5p	EPB41L4A-AS1
SLC41A1	hsa-miR-106b-5p	EPB41L4A-AS1
SLC41A1	hsa-miR-17-5p	EPB41L4A-AS1
SLC41A1	hsa-miR-93-5p	EPB41L4A-AS1
SLC46A3	hsa-miR-106b-5p	EPB41L4A-AS1
SLC9A6	hsa-miR-20a-5p	EPB41L4A-AS1
SMARCD3	hsa-miR-106b-5p	EPB41L4A-AS1
SMC2	hsa-miR-30b-5p	EPB41L4A-AS1
SMC2	hsa-miR-30c-5p	EPB41L4A-AS1
SMC2	hsa-miR-30d-5p	EPB41L4A-AS1
SMOC1	hsa-miR-146b-5p	EPB41L4A-AS1
SNAI1	hsa-miR-30d-5p	EPB41L4A-AS1
SNF8	hsa-miR-30d-5p	EPB41L4A-AS1
SNF8	hsa-miR-30e-5p	EPB41L4A-AS1
SNRPD1	hsa-miR-30a-5p	EPB41L4A-AS1
SNRPD1	hsa-miR-30c-5p	EPB41L4A-AS1
SNRPD1	hsa-miR-30d-5p	EPB41L4A-AS1
SOCS5	hsa-miR-15a-5p	EPB41L4A-AS1
SPATS2	hsa-miR-497-5p	EPB41L4A-AS1
SPRED1	hsa-miR-106a-5p	EPB41L4A-AS1
SPRED1	hsa-miR-106b-5p	EPB41L4A-AS1
SPRED1	hsa-miR-17-5p	EPB41L4A-AS1
SPRED1	hsa-miR-20a-5p	EPB41L4A-AS1
SPRED1	hsa-miR-20b-5p	EPB41L4A-AS1
SPRED1	hsa-miR-93-5p	EPB41L4A-AS1
SPRY4	hsa-miR-106b-5p	EPB41L4A-AS1
SPTY2D1	hsa-miR-15a-5p	EPB41L4A-AS1
SRPX	hsa-miR-106b-5p	EPB41L4A-AS1
SRPX	hsa-miR-93-5p	EPB41L4A-AS1
SSTR2	hsa-miR-30a-5p	EPB41L4A-AS1
SSTR2	hsa-miR-30d-5p	EPB41L4A-AS1
SSX2IP	hsa-miR-30b-5p	EPB41L4A-AS1
SSX2IP	hsa-miR-30c-5p	EPB41L4A-AS1
SSX2IP	hsa-miR-30d-5p	EPB41L4A-AS1
ST6GALNAC6	hsa-miR-106a-5p	EPB41L4A-AS1
ST6GALNAC6	hsa-miR-106b-5p	EPB41L4A-AS1
ST6GALNAC6	hsa-miR-20b-5p	EPB41L4A-AS1
STC1	hsa-miR-30a-5p	EPB41L4A-AS1
STC1	hsa-miR-30d-5p	EPB41L4A-AS1
STEAP1	hsa-miR-30d-5p	EPB41L4A-AS1
STK17A	hsa-miR-17-5p	EPB41L4A-AS1
STK17A	hsa-miR-20a-5p	EPB41L4A-AS1
STK17B	hsa-miR-106a-5p	EPB41L4A-AS1
STK17B	hsa-miR-20b-5p	EPB41L4A-AS1
STK17B	hsa-miR-93-5p	EPB41L4A-AS1
STK38L	hsa-miR-30b-5p	EPB41L4A-AS1
STK38L	hsa-miR-30c-5p	EPB41L4A-AS1
STK38L	hsa-miR-30e-5p	EPB41L4A-AS1
STOM	hsa-miR-106b-5p	EPB41L4A-AS1
STOM	hsa-miR-17-5p	EPB41L4A-AS1
STOM	hsa-miR-93-5p	EPB41L4A-AS1
STRAP	hsa-miR-30b-5p	EPB41L4A-AS1
STRAP	hsa-miR-30c-5p	EPB41L4A-AS1
STRAP	hsa-miR-30d-5p	EPB41L4A-AS1
STRAP	hsa-miR-30e-5p	EPB41L4A-AS1
STXBP5	hsa-miR-30b-5p	EPB41L4A-AS1
STXBP5	hsa-miR-30d-5p	EPB41L4A-AS1
SUSD1	hsa-miR-106b-5p	EPB41L4A-AS1
SUV39H2	hsa-miR-30a-5p	EPB41L4A-AS1
SUZ12	hsa-miR-30a-5p	EPB41L4A-AS1
SUZ12	hsa-miR-30c-5p	EPB41L4A-AS1
SUZ12	hsa-miR-497-5p	EPB41L4A-AS1
TADA2B	hsa-miR-93-5p	EPB41L4A-AS1
TAF2	hsa-miR-30c-5p	EPB41L4A-AS1
TAGAP	hsa-miR-106b-5p	EPB41L4A-AS1
TAOK1	hsa-miR-30c-5p	EPB41L4A-AS1
TAOK3	hsa-miR-106a-5p	EPB41L4A-AS1
TAOK3	hsa-miR-106b-5p	EPB41L4A-AS1
TAOK3	hsa-miR-17-5p	EPB41L4A-AS1
TAOK3	hsa-miR-20a-5p	EPB41L4A-AS1
TBC1D10B	hsa-miR-30d-5p	EPB41L4A-AS1
TBL1X	hsa-miR-146a-5p	EPB41L4A-AS1
TBPL1	hsa-miR-30d-5p	EPB41L4A-AS1
TBX3	hsa-miR-106b-5p	EPB41L4A-AS1
TFDP1	hsa-miR-30b-5p	EPB41L4A-AS1
TFDP1	hsa-miR-30c-5p	EPB41L4A-AS1
TFDP1	hsa-miR-30d-5p	EPB41L4A-AS1
TGFB1I1	hsa-miR-106b-5p	EPB41L4A-AS1
TGOLN2	hsa-miR-93-5p	EPB41L4A-AS1
TIMP2	hsa-miR-106b-5p	EPB41L4A-AS1
TIMP3	hsa-miR-106a-5p	EPB41L4A-AS1
TIMP3	hsa-miR-106b-5p	EPB41L4A-AS1
TIPIN	hsa-miR-30d-5p	EPB41L4A-AS1
TJP1	hsa-miR-106a-5p	EPB41L4A-AS1
TJP1	hsa-miR-93-5p	EPB41L4A-AS1
TLK1	hsa-miR-30c-5p	EPB41L4A-AS1
TLK1	hsa-miR-497-5p	EPB41L4A-AS1
TLK2	hsa-miR-497-5p	EPB41L4A-AS1
TMEFF1	hsa-miR-30c-5p	EPB41L4A-AS1
TMEM127	hsa-miR-106a-5p	EPB41L4A-AS1
TMEM127	hsa-miR-15b-5p	EPB41L4A-AS1
TMEM127	hsa-miR-17-5p	EPB41L4A-AS1
TMEM127	hsa-miR-20a-5p	EPB41L4A-AS1
TMEM127	hsa-miR-93-5p	EPB41L4A-AS1
TMEM30A	hsa-miR-93-5p	EPB41L4A-AS1
TMEM43	hsa-miR-106a-5p	EPB41L4A-AS1
TMEM43	hsa-miR-17-5p	EPB41L4A-AS1
TMEM43	hsa-miR-93-5p	EPB41L4A-AS1
TMEM50A	hsa-miR-93-5p	EPB41L4A-AS1
TMEM66	hsa-miR-106b-5p	EPB41L4A-AS1
TMEM66	hsa-miR-93-5p	EPB41L4A-AS1
TMEM87A	hsa-miR-106a-5p	EPB41L4A-AS1
TMEM87A	hsa-miR-106b-5p	EPB41L4A-AS1
TMEM87A	hsa-miR-20b-5p	EPB41L4A-AS1
TMEM87A	hsa-miR-93-5p	EPB41L4A-AS1
TNFSF10	hsa-miR-17-5p	EPB41L4A-AS1
TNFSF12	hsa-miR-106a-5p	EPB41L4A-AS1
TNFSF12	hsa-miR-106b-5p	EPB41L4A-AS1
TNFSF12	hsa-miR-17-5p	EPB41L4A-AS1
TNFSF12	hsa-miR-93-5p	EPB41L4A-AS1
TNPO1	hsa-miR-30b-5p	EPB41L4A-AS1
TNPO1	hsa-miR-30c-5p	EPB41L4A-AS1
TNPO3	hsa-miR-30b-5p	EPB41L4A-AS1
TNPO3	hsa-miR-30d-5p	EPB41L4A-AS1
TNPO3	hsa-miR-30e-5p	EPB41L4A-AS1
TNS1	hsa-miR-106a-5p	EPB41L4A-AS1
TNS1	hsa-miR-106b-5p	EPB41L4A-AS1
TNS1	hsa-miR-17-5p	EPB41L4A-AS1
TNS1	hsa-miR-93-5p	EPB41L4A-AS1
TOLLIP	hsa-miR-106b-5p	EPB41L4A-AS1
TOMM40	hsa-miR-30a-5p	EPB41L4A-AS1
TOMM40	hsa-miR-30d-5p	EPB41L4A-AS1
TPP1	hsa-miR-106a-5p	EPB41L4A-AS1
TPP1	hsa-miR-17-5p	EPB41L4A-AS1
TPRG1L	hsa-miR-17-5p	EPB41L4A-AS1
TRAM1	hsa-miR-93-5p	EPB41L4A-AS1
TRIAP1	hsa-miR-30a-5p	EPB41L4A-AS1
TRIAP1	hsa-miR-30d-5p	EPB41L4A-AS1
TRIM22	hsa-miR-106b-5p	EPB41L4A-AS1
TRIM8	hsa-miR-106a-5p	EPB41L4A-AS1
TRIM8	hsa-miR-20b-5p	EPB41L4A-AS1
TRIP12	hsa-miR-30b-5p	EPB41L4A-AS1
TRIP12	hsa-miR-30c-5p	EPB41L4A-AS1
TSPAN4	hsa-miR-106b-5p	EPB41L4A-AS1
TSPAN4	hsa-miR-93-5p	EPB41L4A-AS1
TUBB3	hsa-miR-30a-5p	EPB41L4A-AS1
TUBB3	hsa-miR-30d-5p	EPB41L4A-AS1
TUBB3	hsa-miR-30e-5p	EPB41L4A-AS1
TUBGCP4	hsa-miR-30b-5p	EPB41L4A-AS1
TWF1	hsa-miR-30b-5p	EPB41L4A-AS1
TWF1	hsa-miR-30c-5p	EPB41L4A-AS1
TWF1	hsa-miR-30d-5p	EPB41L4A-AS1
TXNIP	hsa-miR-106a-5p	EPB41L4A-AS1
TXNIP	hsa-miR-106b-5p	EPB41L4A-AS1
TXNIP	hsa-miR-17-5p	EPB41L4A-AS1
TYMS	hsa-miR-195-5p	EPB41L4A-AS1
TYMS	hsa-miR-497-5p	EPB41L4A-AS1
UBE2F	hsa-miR-30a-5p	EPB41L4A-AS1
UBE2F	hsa-miR-30d-5p	EPB41L4A-AS1
UBE2K	hsa-miR-30a-5p	EPB41L4A-AS1
UBE2K	hsa-miR-30c-5p	EPB41L4A-AS1
UBE2O	hsa-miR-30a-5p	EPB41L4A-AS1
UBE2V2	hsa-miR-30a-5p	EPB41L4A-AS1
UBE2V2	hsa-miR-30d-5p	EPB41L4A-AS1
UBE3C	hsa-miR-30b-5p	EPB41L4A-AS1
UBR1	hsa-miR-106b-5p	EPB41L4A-AS1
UBR3	hsa-miR-15a-5p	EPB41L4A-AS1
UNG	hsa-miR-497-5p	EPB41L4A-AS1
USP14	hsa-miR-195-5p	EPB41L4A-AS1
USP14	hsa-miR-30c-5p	EPB41L4A-AS1
USP14	hsa-miR-30d-5p	EPB41L4A-AS1
USP54	hsa-miR-106a-5p	EPB41L4A-AS1
USP54	hsa-miR-17-5p	EPB41L4A-AS1
USP54	hsa-miR-20b-5p	EPB41L4A-AS1
UXS1	hsa-miR-20b-5p	EPB41L4A-AS1
UXS1	hsa-miR-93-5p	EPB41L4A-AS1
VANGL1	hsa-miR-30b-5p	EPB41L4A-AS1
VOPP1	hsa-miR-30d-5p	EPB41L4A-AS1
VPS13C	hsa-miR-106b-5p	EPB41L4A-AS1
VPS13C	hsa-miR-17-5p	EPB41L4A-AS1
VPS13C	hsa-miR-93-5p	EPB41L4A-AS1
VPS33A	hsa-miR-30a-5p	EPB41L4A-AS1
VPS33A	hsa-miR-30b-5p	EPB41L4A-AS1
VPS33A	hsa-miR-30d-5p	EPB41L4A-AS1
WDFY3	hsa-miR-106b-5p	EPB41L4A-AS1
WDR43	hsa-miR-30a-5p	EPB41L4A-AS1
WDR43	hsa-miR-30b-5p	EPB41L4A-AS1
WDR43	hsa-miR-30c-5p	EPB41L4A-AS1
WDR43	hsa-miR-497-5p	EPB41L4A-AS1
WDR45L	hsa-miR-30a-5p	EPB41L4A-AS1
WDR82	hsa-miR-30c-5p	EPB41L4A-AS1
WFS1	hsa-miR-106b-5p	EPB41L4A-AS1
WHSC1	hsa-miR-195-5p	EPB41L4A-AS1
WHSC1	hsa-miR-30d-5p	EPB41L4A-AS1
WHSC1	hsa-miR-497-5p	EPB41L4A-AS1
YARS2	hsa-miR-195-5p	EPB41L4A-AS1
YARS2	hsa-miR-497-5p	EPB41L4A-AS1
YEATS4	hsa-miR-30b-5p	EPB41L4A-AS1
YEATS4	hsa-miR-30c-5p	EPB41L4A-AS1
YEATS4	hsa-miR-497-5p	EPB41L4A-AS1
YES1	hsa-miR-30b-5p	EPB41L4A-AS1
YES1	hsa-miR-30c-5p	EPB41L4A-AS1
YME1L1	hsa-miR-30c-5p	EPB41L4A-AS1
YPEL5	hsa-miR-93-5p	EPB41L4A-AS1
YWHAQ	hsa-miR-30c-5p	EPB41L4A-AS1
YWHAQ	hsa-miR-497-5p	EPB41L4A-AS1
ZBTB10	hsa-miR-30c-5p	EPB41L4A-AS1
ZBTB47	hsa-miR-106b-5p	EPB41L4A-AS1
ZBTB7A	hsa-miR-106a-5p	EPB41L4A-AS1
ZBTB7A	hsa-miR-106b-5p	EPB41L4A-AS1
ZDHHC1	hsa-miR-106b-5p	EPB41L4A-AS1
ZDHHC20	hsa-miR-30b-5p	EPB41L4A-AS1
ZDHHC20	hsa-miR-30c-5p	EPB41L4A-AS1
ZFAND6	hsa-miR-93-5p	EPB41L4A-AS1
ZFPM2	hsa-miR-106a-5p	EPB41L4A-AS1
ZFPM2	hsa-miR-106b-5p	EPB41L4A-AS1
ZFPM2	hsa-miR-17-5p	EPB41L4A-AS1
ZFPM2	hsa-miR-20a-5p	EPB41L4A-AS1
ZFPM2	hsa-miR-93-5p	EPB41L4A-AS1
ZMAT3	hsa-miR-15a-5p	EPB41L4A-AS1
ZMAT3	hsa-miR-20a-5p	EPB41L4A-AS1
ZMAT3	hsa-miR-93-5p	EPB41L4A-AS1
ZNF25	hsa-miR-106b-5p	EPB41L4A-AS1
ZNF367	hsa-miR-30b-5p	EPB41L4A-AS1
ZNF367	hsa-miR-30d-5p	EPB41L4A-AS1
ZNF367	hsa-miR-497-5p	EPB41L4A-AS1
ARHGAP11A	hsa-miR-26a-5p	DLGAP1-AS1
ATAD2	hsa-miR-26a-5p	DLGAP1-AS1
BUB1	hsa-miR-26a-5p	DLGAP1-AS1
CCNE1	hsa-miR-26a-5p	DLGAP1-AS1
CCNE2	hsa-miR-26a-5p	DLGAP1-AS1
CDC6	hsa-miR-26a-5p	DLGAP1-AS1
CDK1	hsa-miR-26a-5p	DLGAP1-AS1
CDK5R1	hsa-miR-26a-5p	DLGAP1-AS1
CDKN3	hsa-miR-26a-5p	DLGAP1-AS1
CEP55	hsa-miR-26a-5p	DLGAP1-AS1
CHAF1A	hsa-miR-26a-5p	DLGAP1-AS1
CHFR	hsa-miR-26a-5p	DLGAP1-AS1
CHORDC1	hsa-miR-26a-5p	DLGAP1-AS1
CKS2	hsa-miR-26a-5p	DLGAP1-AS1
COL12A1	hsa-miR-26a-5p	DLGAP1-AS1
COPS7B	hsa-miR-26a-5p	DLGAP1-AS1
CPSF3	hsa-miR-26a-5p	DLGAP1-AS1
DBF4B	hsa-miR-26a-5p	DLGAP1-AS1
DEPDC1	hsa-miR-26a-5p	DLGAP1-AS1
DEPDC1B	hsa-miR-26a-5p	DLGAP1-AS1
DNA2	hsa-miR-26a-5p	DLGAP1-AS1
DNMT3B	hsa-miR-26a-5p	DLGAP1-AS1
EFTUD2	hsa-miR-26a-5p	DLGAP1-AS1
ERCC6L	hsa-miR-26a-5p	DLGAP1-AS1
EZH2	hsa-miR-26a-5p	DLGAP1-AS1
FAM136A	hsa-miR-26a-5p	DLGAP1-AS1
FAM98A	hsa-miR-26a-5p	DLGAP1-AS1
FBXL19	hsa-miR-26a-5p	DLGAP1-AS1
FEN1	hsa-miR-26a-5p	DLGAP1-AS1
FGD1	hsa-miR-26a-5p	DLGAP1-AS1
GDF11	hsa-miR-26b-5p	DLGAP1-AS1
GINS4	hsa-miR-26a-5p	DLGAP1-AS1
GTF3C2	hsa-miR-26a-5p	DLGAP1-AS1
IFRD1	hsa-miR-26a-5p	DLGAP1-AS1
ITGA5	hsa-miR-26a-5p	DLGAP1-AS1
KIF18A	hsa-miR-26a-5p	DLGAP1-AS1
KPNA2	hsa-miR-26a-5p	DLGAP1-AS1
LOXL2	hsa-miR-26a-5p	DLGAP1-AS1
MAD2L1	hsa-miR-26a-5p	DLGAP1-AS1
MED13	hsa-miR-26b-5p	DLGAP1-AS1
MTUS1	hsa-miR-149-5p	DLGAP1-AS1
NCAPD3	hsa-miR-26a-5p	DLGAP1-AS1
NUMBL	hsa-miR-26a-5p	DLGAP1-AS1
NUP205	hsa-miR-26a-5p	DLGAP1-AS1
NUP210	hsa-miR-26b-5p	DLGAP1-AS1
PAWR	hsa-miR-26a-5p	DLGAP1-AS1
PLOD2	hsa-miR-26a-5p	DLGAP1-AS1
PSMC3IP	hsa-miR-26a-5p	DLGAP1-AS1
PYGL	hsa-miR-26a-5p	DLGAP1-AS1
SASS6	hsa-miR-26a-5p	DLGAP1-AS1
SFXN1	hsa-miR-26a-5p	DLGAP1-AS1
TMEM206	hsa-miR-26a-5p	DLGAP1-AS1
TOP2A	hsa-miR-26a-5p	DLGAP1-AS1
TPX2	hsa-miR-26a-5p	DLGAP1-AS1
TRMT61B	hsa-miR-26a-5p	DLGAP1-AS1
TTK	hsa-miR-26a-5p	DLGAP1-AS1
ULK1	hsa-miR-26a-5p	DLGAP1-AS1
WDR12	hsa-miR-26a-5p	DLGAP1-AS1
WHSC1	hsa-miR-26a-5p	DLGAP1-AS1
ACSL3	hsa-miR-222-3p	DHRS4-AS1
ADAM17	hsa-miR-148a-3p	DHRS4-AS1
ANKRD52	hsa-miR-221-3p	DHRS4-AS1
ATP2A2	hsa-miR-221-3p	DHRS4-AS1
ATP2A2	hsa-miR-222-3p	DHRS4-AS1
CABYR	hsa-miR-221-3p	DHRS4-AS1
CABYR	hsa-miR-222-3p	DHRS4-AS1
CEP55	hsa-miR-148a-3p	DHRS4-AS1
CIT	hsa-miR-221-3p	DHRS4-AS1
CIT	hsa-miR-222-3p	DHRS4-AS1
CLEC5A	hsa-miR-148b-3p	DHRS4-AS1
DUSP19	hsa-miR-33b-5p	DHRS4-AS1
EMP1	hsa-miR-148b-3p	DHRS4-AS1
FAM91A1	hsa-miR-148a-3p	DHRS4-AS1
FLVCR1	hsa-miR-221-3p	DHRS4-AS1
FLVCR1	hsa-miR-222-3p	DHRS4-AS1
GRIPAP1	hsa-miR-143-3p	DHRS4-AS1
IGFBP5	hsa-miR-221-3p	DHRS4-AS1
IGFBP5	hsa-miR-222-3p	DHRS4-AS1
KIT	hsa-miR-221-3p	DHRS4-AS1
KIT	hsa-miR-222-3p	DHRS4-AS1
LAT2	hsa-miR-330-5p	DHRS4-AS1
LOC338799	hsa-miR-152-3p	DHRS4-AS1
LYSMD1	hsa-miR-221-3p	DHRS4-AS1
LYSMD1	hsa-miR-222-3p	DHRS4-AS1
MAGI3	hsa-miR-148b-3p	DHRS4-AS1
NEURL4	hsa-miR-152-3p	DHRS4-AS1
NKTR	hsa-miR-152-3p	DHRS4-AS1
NPEPPS	hsa-miR-148a-3p	DHRS4-AS1
ORMDL1	hsa-miR-152-3p	DHRS4-AS1
PARP1	hsa-miR-221-3p	DHRS4-AS1
PARP1	hsa-miR-222-3p	DHRS4-AS1
PDE3A	hsa-miR-221-3p	DHRS4-AS1
PEA15	hsa-miR-148b-3p	DHRS4-AS1
PPP1R13L	hsa-miR-148b-3p	DHRS4-AS1
RBM25	hsa-miR-152-3p	DHRS4-AS1
TCF12	hsa-miR-222-3p	DHRS4-AS1
TLE3	hsa-miR-222-3p	DHRS4-AS1
TRIM14	hsa-miR-148b-3p	DHRS4-AS1
UBAP2L	hsa-miR-221-3p	DHRS4-AS1
URB2	hsa-miR-221-3p	DHRS4-AS1
VPS13A	hsa-miR-152-3p	DHRS4-AS1
WDR6	hsa-miR-152-3p	DHRS4-AS1
ZFP36L1	hsa-miR-148b-3p	DHRS4-AS1
ZNF22	hsa-miR-221-3p	DHRS4-AS1
ZNF236	hsa-miR-221-3p	DHRS4-AS1
CALU	hsa-miR-135b-5p	DANCR
CDKN3	hsa-miR-135b-5p	DANCR
DUSP19	hsa-miR-33b-5p	DANCR
ECT2	hsa-miR-135b-5p	DANCR
EIF5A2	hsa-miR-135b-5p	DANCR
GABPB1	hsa-miR-135b-5p	DANCR
GEN1	hsa-miR-135b-5p	DANCR
GMNN	hsa-miR-135b-5p	DANCR
GOPC	hsa-miR-135b-5p	DANCR
HMGB2	hsa-miR-135b-5p	DANCR
HNRNPR	hsa-miR-135b-5p	DANCR
HSPA13	hsa-miR-135b-5p	DANCR
KIAA1033	hsa-miR-135b-5p	DANCR
KIF15	hsa-miR-135b-5p	DANCR
KIF23	hsa-miR-135b-5p	DANCR
LOC221710	hsa-miR-135b-5p	DANCR
LOC399815	hsa-miR-135b-5p	DANCR
MCM4	hsa-miR-135b-5p	DANCR
MEF2C	hsa-miR-33b-5p	DANCR
MEST	hsa-miR-135b-5p	DANCR
MRPL42	hsa-miR-135b-5p	DANCR
NBN	hsa-miR-135b-5p	DANCR
NSF	hsa-miR-135b-5p	DANCR
NUSAP1	hsa-miR-135b-5p	DANCR
PDE7A	hsa-miR-135b-5p	DANCR
PRPF40A	hsa-miR-135b-5p	DANCR
ROCK1	hsa-miR-135b-5p	DANCR
SGTB	hsa-miR-135b-5p	DANCR
SPAG5	hsa-miR-135b-5p	DANCR
STAG1	hsa-miR-135b-5p	DANCR
TBP	hsa-miR-135b-5p	DANCR
TRIP13	hsa-miR-135b-5p	DANCR
EEF1A1	hsa-miR-136-5p	CRNDE
EIF4B	hsa-miR-136-5p	CRNDE
GNA11	hsa-miR-362-3p	ASH1L-AS1
PGAM4	hsa-miR-362-3p	ASH1L-AS1
ABR	hsa-miR-106a-5p	AC005083.1
